clip_id,original_video_id,text_refined,text_final,review_decision,quality_level,content_label,thesis_score
v264_c006,xVx8gh5urlc,"Với vị trí chủ yếu nằm trên đất liền Trung Quốc, khả năng mưa đêm nay sẽ không rộng.",Với vị trí nằm phần lớn trên đất liền Trung Quốc thì diễn mưa đêm nay chưa rộng.,REVERT,LOW,NON_WEATHER,0
v264_c007,xVx8gh5urlc,"Theo dự báo, chỉ có những tỉnh gần rãnh áp thấp như Hà Giang, Cao Bằng, Lạng Sơn, Tuyên Quang và Bắc Cạn sẽ có mưa.","Theo dự báo thì chỉ có những tỉnh nằm gần rãnh áp thấp như là Hà Giang, Cao Bằng, Lạng Sơn, Tuyên Quang, Bắc Cạn là có mưa.",REVERT,HIGH,WEATHER_CORE,85
v264_c008,xVx8gh5urlc,Lượng mưa dự báo chủ yếu dưới 25mm.,Lượng mưa chủ yếu dưới 25mm.,REVERT,HIGH,WEATHER_CORE,80
v264_c009,xVx8gh5urlc,Một vài nơi có lượng mưa từ 25 đến 50mm.,Một vài nơi là từ 25 đến 50mm.,REVERT,LOW,NON_WEATHER,0
v264_c010,xVx8gh5urlc,"Với lượng mưa như vậy, đêm nay sẽ chưa có khả năng xảy ra lũ quét và sạt lở.",Với lượng mưa như thế này thì đêm nay sẽ chưa có khả năng về lũ quét sạt lở.,REVERT,HIGH,WEATHER_CORE,85
v264_c011,xVx8gh5urlc,Hiện tượng cần đề phòng nhất trong đêm nay là lốc xét và gió giật mạnh.,"Hiện tượng cần đề phòng nhất trong đêm nay đó là lốc xét, gió giật mạnh.",REVERT,HIGH,WEATHER_CORE,90
v264_c012,xVx8gh5urlc,"Do có mưa, ngày mai các tỉnh Hà Giang, Cao Bằng, Lạng Sơn, Tuyên Quang và Bắc Cạn sẽ hết nắng nóng, với nhiệt độ giảm xuống còn 33 đến 34 độ.",Do có mưa nên ngày mai các tỉnh này sẽ hết nắng nóng.,REVERT,HIGH,WEATHER_CORE,80
v264_c013,xVx8gh5urlc,Nhiệt độ ở Hà Nội sẽ giảm xuống còn 33 đến 34 độ vào ngày mai.,Nhiệt độ chỉ còn là 33 đến 34 độ.,REVERT,HIGH,WEATHER_CORE,85
v264_c014,xVx8gh5urlc,"Các tỉnh thành còn lại ở miền Bắc, bao gồm cả thủ đô Hà Nội, dù chưa có mưa nhưng nhiệt độ cao nhất sẽ giảm xuống còn 35 đến 38 độ vào ngày mai.",Các tỉnh thành còn lại ở miền Bắc bao gồm cả thủ đô Hà Nội.,REVERT,LOW,NON_WEATHER,0
v264_c015,xVx8gh5urlc,"Dù chưa có mưa, nhưng cái nóng ngày mai ở Hà Nội sẽ giảm bớt, chỉ còn 35 đến 38 độ, nhẹ hơn so với hôm nay.",Dù chưa có mưa nhưng cái nóng ngày mai cũng đỡ bỏng rắt hơn hôm nay.,REVERT,MEDIUM,WEATHER_CORE,60
v264_c016,xVx8gh5urlc,"Nhiệt độ cao nhất ở các tỉnh thành miền Bắc, bao gồm cả thủ đô Hà Nội, giảm xuống còn 35 đến 38 độ.",Nhiệt độ cao nhất giảm xuống 35 đến 38 độ.,REVERT,HIGH,WEATHER_CORE,85
v264_c017,xVx8gh5urlc,"Trong khi đó, dự báo ngày mai tại miền Trung, nền nhiệt vẫn sẽ duy trì ở mức cao, phổ biến từ 37 đến 40 độ ở khu vực từ Thanh Hóa đến Phú Yên, trong khi các nơi khác sẽ dưới 37 độ.",Trong khi đó tại miền Trung dự báo ngày mai nền nhiệt vẫn khá cao.,REVERT,HIGH,WEATHER_CORE,70
v264_c018,xVx8gh5urlc,Dự báo nhiệt độ phổ biến ở khu vực từ Thanh Hóa đến Phú Yên sẽ dao động từ 37 đến 40 độ.,Phổ biến ở khu vực từ Thanh Hóa xuống đến Phú Yên sẽ là 37 đến 40 độ.,REVERT,HIGH,WEATHER_CORE,90
v264_c019,xVx8gh5urlc,Các tỉnh thành khác sẽ có nhiệt độ dưới 37 độ.,Các nơi khác dưới 37 độ.,REVERT,LOW,NON_WEATHER,0
v264_c020,xVx8gh5urlc,"Phải đến ngày kia, vùng nóng mới bắt đầu thu hẹp.",Phải từ ngày kia thì vùng nóng mới thu hẹp.,REVERT,MEDIUM,WEATHER_CORE,60
v264_c021,xVx8gh5urlc,"Cuối cùng, chúng tôi xin gửi đến quý vị phần dự báo thời tiết cho các thành phố trong đêm nay và ngày mai.",Cuối cùng sẽ là phần dự báo thời tiết cho các thành phố trong đêm nay và ngày mai.,REVERT,HIGH,WEATHER_SUPPORT,60
v264_c022,xVx8gh5urlc,"Thủ đô Hà Nội đêm nay không có mưa, nhiệt độ 31 độ.",Thủ đô Hà Nội đêm nay không mưa 31 độ.,REVERT,MEDIUM,WEATHER_CORE,70
v264_c023,xVx8gh5urlc,"Ngày mai, Hà Nội sẽ có nắng nóng với nhiệt độ đạt 37 độ.",Ngày mai trời nắng nóng 37 độ.,REVERT,HIGH,WEATHER_CORE,90
v264_c024,xVx8gh5urlc,"Chiều tối mai, Hà Nội có khả năng xuất hiện mưa rông.",Chiều tối mai có thể mưa rông.,REVERT,HIGH,WEATHER_CORE,70
v264_c025,xVx8gh5urlc,"Thành phố Đà Nẵng đêm nay không mưa, nhiệt độ 28 độ; ngày mai duy trì nắng nóng đặc biệt gay gắt với nhiệt độ lên tới 39 độ.",Thành phố Đà Nẵng đêm nay tạnh giáo 28 độ.,REVERT,LOW,NON_WEATHER,0
v264_c026,xVx8gh5urlc,"Ngày mai, Đà Nẵng sẽ duy trì nắng nóng đặc biệt gay gắt với nhiệt độ lên tới 39 độ.",Ngày mai duy trì nắng nóng đặc biệt gai gắt 39 độ.,REVERT,HIGH,WEATHER_CORE,90
v264_c027,xVx8gh5urlc,"Thành phố Hồ Chí Minh đêm nay trời mát, có mưa vài nơi với nhiệt độ 26 độ.",Thành phố Hồ Chí Minh đêm nay trời mát mưa vài nơi 26 độ.,REVERT,HIGH,WEATHER_CORE,85
v264_c028,xVx8gh5urlc,"Chiều tối mai, mưa sẽ diễn ra rộng hơn, có nơi mưa với lượng khá, kèm theo cảnh báo lốc xét và gió giật mạnh.",Chưa chiều mai diễn mưa rộng hơn.,REVERT,LOW,NON_WEATHER,0
v264_c029,xVx8gh5urlc,Có nơi mưa với lượng khá.,Có nơi mưa lượng khá.,REVERT,LOW,NON_WEATHER,0
v264_c030,xVx8gh5urlc,Cảnh báo lốc xét và gió giật mạnh trong đêm nay.,"Cảnh báo lốc xét, gió giật mạnh.",REVERT,HIGH,WEATHER_CORE,80
v265_c000,xsyOkFT6_E4.f251,Tiếp theo là thông tin dự báo thời tiết từ biên tập viên Hải Yến.,Còn tiếp theo sẽ là thông tin dự báo thời tiết đến từ biên tập viên thời tiết Hải Yến.,REVERT,LOW,NON_WEATHER,0
v265_c001,xsyOkFT6_E4.f251,"Theo cảm nhận của chị Yến, không khí lạnh tràn về có vẻ hơi chậm.",Chị Yến cảm nhận của riêng tôi thì có lẽ là hình như là không khí lạnh tràn về có vẻ hơi chậm vậy phải đúng không ạ?,REVERT,LOW,NON_WEATHER,0
v265_c002,xsyOkFT6_E4.f251,Đây là đợt không khí lạnh đầu mùa với tốc độ di chuyển chậm và cường độ yếu hơn.,Vâng đây cũng là đợt không khí lạnh đầu mùa nữa nên là tốc độ di chuyển chậm và cường độ cũng yếu hơn.,REVERT,MEDIUM,WEATHER_CORE,60
v265_c003,xsyOkFT6_E4.f251,"Khả năng đến sáng mai, không khí lạnh sẽ tràn về.",Khả năng là đến sáng mai thì không khí lạnh sẽ tràn về.,REVERT,HIGH,WEATHER_CORE,80
v265_c004,xsyOkFT6_E4.f251,"Trùng với thời điểm quý vị và các bạn đi học, đi làm, chúng ta sẽ cảm nhận rõ sự thay đổi của thời tiết.",Trùng thời điểm mà quý vị và các bạn đi học đi làm thì chúng ta sẽ cảm nhận rõ được sự thay đổi của thời tiết.,REVERT,MEDIUM,WEATHER_SUPPORT,40
v265_c005,xsyOkFT6_E4.f251,"Tại thủ đô Hà Nội, sáng mai trời sẽ chuyển xe lạnh với gió đông bắc, mức nhiệt khoảng 23 độ.",Tôi lấy một ví dụ đơn cử như là tại thủ đô Hà Nội chẳng hạn thì sáng ngày mai thôi,REVERT,LOW,NON_WEATHER,0
v265_c006,xsyOkFT6_E4.f251,"Sáng mai, tại thủ đô Hà Nội, trời sẽ chuyển xe lạnh với gió đông bắc, mức nhiệt khoảng 23 độ.","thì trời sẽ chuyển xe lạnh và có gió đông bắc, mức nhiệt tại đây là khoảng 23 độ.",REVERT,LOW,NON_WEATHER,0
v265_c007,xsyOkFT6_E4.f251,"Hiện tại trên biển Đông đang tồn tại một vùng áp thấp, có khả năng mạnh lên thành áp thấp nhiệt đới trong 24 giờ tới và di chuyển theo hướng Tây, hướng về phía đất liền trung bộ của nước ta.",Một thông tin đáng chú ý khác là hiện tại trên biển Đông đang tồn tại một vùng áp thấp,REVERT,HIGH,WEATHER_CORE,80
v265_c008,xsyOkFT6_E4.f251,"Trong 24 giờ tới, vùng áp thấp trên biển Đông có khả năng mạnh lên thành áp thấp nhiệt đới và di chuyển theo hướng Tây, hướng về phía đất liền trung bộ của nước ta.",và trong 24 giờ tới vùng áp thấp này có khả năng mạnh lên thành áp thấp nhiệt đới,REVERT,HIGH,WEATHER_CORE,85
v265_c009,xsyOkFT6_E4.f251,"Vùng áp thấp trên biển Đông có khả năng mạnh lên thành áp thấp nhiệt đới và di chuyển theo hướng Tây, hướng về phía đất liền trung bộ của nước ta trong 24 giờ tới.","và di chuyển theo hướng Tây, hướng về phía đất liền trung bộ của nước ta.",REVERT,LOW,NON_WEATHER,0
v265_c010,xsyOkFT6_E4.f251,"Do ảnh hưởng kết hợp của vùng áp thấp có khả năng mạnh lên thành áp thấp nhiệt đới cùng với không khí lạnh, từ ngày mai, khu vực Trung Bộ sẽ xuất hiện mưa rào ở nhiều tỉnh thành.",Do ảnh hưởng kết hợp của hoà liêu vùng áp thấp sau có thể mạnh lên thành áp thấp nhiệt đới cùng với không khí lạnh,REVERT,LOW,NON_WEATHER,0
v265_c011,xsyOkFT6_E4.f251,"Ngay từ ngày mai, khu vực Trung Bộ sẽ xuất hiện mưa rào ở nhiều tỉnh thành.",nên ngay từ ngày mai trung bộ sẽ xuất hiện mưa rào ở nhiều tỉnh thành.,REVERT,HIGH,WEATHER_CORE,85
v265_c012,xsyOkFT6_E4.f251,"Từ ngày thứ Tư đến hết Chủ nhật, tức ngày 11 tháng 10, nhiều tỉnh thành ở Trung Bộ sẽ có mưa to đến rất to, với lượng mưa phổ biến từ 300 đến 500mm cả đợt, riêng khu vực từ Hà Tĩnh đến Quảng Ngãi sẽ có lượng mưa từ 500 đến 700mm.",Cụ thể là từ ngày thứ Tư đến cuối tuần tức ngày 11 tháng 10 thì sẽ xuất hiện mưa to đến rất to,REVERT,HIGH,WEATHER_CORE,90
v265_c013,xsyOkFT6_E4.f251,"Từ ngày thứ Tư đến hết Chủ nhật tuần này, nhiều tỉnh thành sẽ có mưa to đến rất to với lượng mưa phổ biến từ 300 đến 500mm cả đợt.",tại nhiều tỉnh thành với lượng mưa phổ biến là từ 300 đến 500mm cả đợt.,REVERT,HIGH,WEATHER_CORE,90
v265_c014,xsyOkFT6_E4.f251,"Riêng các khu vực từ Hà Tĩnh đến Quảng Ngãi, lượng mưa dự kiến sẽ đạt từ 500 đến 700mm trong cả đợt.",Riêng các khu vực từ Hà Tĩnh trở xuống đến Quảng Ngãi thì lượng mưa là từ 500 đến 700mm cả đợt.,REVERT,HIGH,WEATHER_CORE,90
v265_c015,xsyOkFT6_E4.f251,"Xin nhấn mạnh rằng từ ngày thứ Tư đến hết Chủ nhật tuần này, khu vực Trung Bộ sẽ có mưa lớn diện rộng.",Xin nhấn mạnh lại là trung bộ sẽ có mưa lớn diện rộng từ ngày thứ Tư kéo dài đến hết Chủ nhật tuần này.,REVERT,HIGH,WEATHER_CORE,90
v265_c016,xsyOkFT6_E4.f251,Quý vị và các bạn cần hết sức lưu ý về sự thay đổi thời tiết sắp tới.,Quý vị và các bạn cần hết sức lưu ý.,REVERT,LOW,NON_WEATHER,0
v265_c017,xsyOkFT6_E4.f251,"Bây giờ, chúng ta sẽ trở lại với những thông tin dự báo thời tiết chi tiết cho một số thành phố trong đêm nay và ngày mai.",Còn bây giờ trở lại với những thông tin dự báo chi tiết cho một số thành phố trong đêm nay và ngày mai.,REVERT,LOW,NON_WEATHER,0
v265_c018,xsyOkFT6_E4.f251,"Từ sáng sớm mai, thành phố Hải Phòng sẽ có gió lạnh, nhiệt độ giảm xuống còn 22 độ.","Thành phố Hải Phòng từ sáng sớm mai cũng có gió lạnh, nhiệt độ giảm xuống còn 22 độ.",REVERT,HIGH,WEATHER_CORE,85
v265_c019,xsyOkFT6_E4.f251,"Trong ngày, thời tiết tại thành phố Hải Phòng sẽ dịu mát với mức nhiệt không vượt quá 28 độ.",Trong ngày trời dịu mát với mức nhiệt không vượt quá 28 độ.,REVERT,HIGH,WEATHER_CORE,85
v265_c020,xsyOkFT6_E4.f251,"Đêm nay, thành phố Đà Nẵng không có mưa, nhiệt độ khoảng 25 độ; ngày mai sẽ có mưa rào bất chợt với nhiệt độ cao nhất là 29 độ.",Thành phố Đà Nẵng đêm nay không mưa 25 độ.,REVERT,MEDIUM,WEATHER_CORE,70
v265_c021,xsyOkFT6_E4.f251,"Ngày mai, Đà Nẵng sẽ có mưa rào bất chợt, với nhiệt độ cao nhất đạt 29 độ.","Ngày mai sẽ chuyển mưa rào bất chợt, nhiệt độ cao nhất là 29 độ.",REVERT,HIGH,WEATHER_CORE,85
v265_c022,xsyOkFT6_E4.f251,"Đêm nay, thành phố Đà Lạt trời rét với nhiệt độ chỉ khoảng 17 độ.","Thành phố Đà Lạt đêm nay trời rét, nhiệt độ chỉ khoảng 17 độ.",REVERT,HIGH,WEATHER_CORE,90
v265_c023,xsyOkFT6_E4.f251,"Ngày mai, tại thành phố Đà Lạt sẽ có mưa, cảm giác thời tiết vẫn khá lạnh với mức nhiệt là 23 độ.","Ngày mai có mưa cảm giác vẫn khá lạnh, mức nhiệt là 23 độ.",REVERT,HIGH,WEATHER_CORE,85
v265_c024,xsyOkFT6_E4.f251,Hẹn gặp lại quý vị và các bạn trong những bản tin tiếp theo.,Hẹn gặp lại các bạn trong những video tiếp theo.,REVERT,LOW,NON_WEATHER,0
v266_c000,xyN_G8Ks5l4,"Sau đây, chúng ta sẽ gặp lại biên tập viên thời tiết Quỳnh Anh để cập nhật tình hình mưa lũ trên đất liền.","Sau đây, chúng ta sẽ gặp lại biên tập viên thời tiết Quỳnh Anh để cập nhật tình hình mưa lũ trên đất liền.",OK,HIGH,WEATHER_SUPPORT,70
v266_c001,xyN_G8Ks5l4,"Thưa chị Quỳnh Anh, liệu lũ có khả năng tăng trở lại tại khu vực miền Trung hay không?","Thưa chị Quỳnh Anh, liệu lũ có khả năng tăng trở lại tại khu vực miền Trung hay không?",OK,LOW,NON_WEATHER,0
v266_c002,xyN_G8Ks5l4,"Hiện tại, vùng tâm lũ vừa qua ở Quảng Bình, Quảng Trị và Thừa Thiên - Huế đang có dấu hiệu giảm dần.","Hiện tại, vùng tâm lũ vừa qua ở Quảng Bình, Quảng Trị và Thừa Thiên - Huế đang có dấu hiệu giảm dần.",OK,HIGH,WEATHER_CORE,85
v266_c003,xyN_G8Ks5l4,"Thưa quý vị và các bạn, theo bản đồ dự báo mưa, từ nay đến ngày mai, khu vực Trung Bộ sẽ không còn mưa nhiều, với hầu hết lượng mưa duy trì dưới 50mm.","Thưa quý vị và các bạn theo dõi ngay trên bản đồ dự báo mưa thì quý vị có thể thấy là từ nay cho tới ngày mai,",REVERT,MEDIUM,WEATHER_SUPPORT,50
v266_c004,xyN_G8Ks5l4,"Khu vực Trung Bộ từ nay đến ngày mai sẽ không còn mưa nhiều, hầu hết lượng mưa duy trì dưới 50mm.","Khu vực Trung Bộ sẽ không còn mưa nhiều, hầu hết lượng mưa duy trì dưới 50mm.",REVERT,HIGH,WEATHER_CORE,85
v266_c005,xyN_G8Ks5l4,"Nhờ vậy, lũ trên các sông dự báo sẽ giảm dần.","Nhờ vậy, lũ trên các sông dự báo sẽ giảm dần.",OK,HIGH,WEATHER_CORE,80
v266_c006,xyN_G8Ks5l4,"Trong đêm nay và sáng sớm ngày mai, mực nước ở các sông sẽ chủ yếu ở mức báo động 2 và dưới báo động 3.","Trong đêm nay và sáng sớm ngày mai, mực nước ở các sông hầu hết sẽ ở mức báo động 2 đến dưới báo động 3.",REVERT,HIGH,WEATHER_CORE,90
v266_c007,xyN_G8Ks5l4,"Lũ đã giảm, nhưng bà con không nên chủ quan vì nước rút còn chậm.","Lũ đã giảm, nhưng bà con không nên chủ quan vì nước rút còn chậm.",OK,HIGH,WEATHER_CORE,85
v266_c008,xyN_G8Ks5l4,"Cần đề phòng nguy cơ xảy ra sạt lở đất rất nguy hiểm sau mưa lũ, đặc biệt tại các tỉnh Quảng Bình đến Thừa Thiên - Huế.","Cần đề phòng nguy cơ xảy ra sạt lở đất rất nguy hiểm sau mưa lũ, đặc biệt là tại các tỉnh Quảng Bình đến Thừa Thiên - Huế.",REVERT,HIGH,WEATHER_CORE,90
v266_c009,xyN_G8Ks5l4,"Trong những ngày tới, vùng mưa lớn sẽ dịch chuyển từ Hà Tĩnh và mở rộng ra hầu khắp khu vực Bắc Bộ do ảnh hưởng của hoàn lưu bão số 7.",Còn vùng mưa lớn trong những ngày tới thì sẽ dịch chuyển lên từ Hà Tĩnh mở rộng ra hầu khắp khu vực bắc bộ,REVERT,HIGH,WEATHER_CORE,85
v266_c010,xyN_G8Ks5l4,"Do ảnh hưởng của hoàn lưu bão số 7, khu vực miền Trung sẽ có mưa lớn trong những ngày tới.",do ảnh hưởng của hoàn lưu bão số 7.,REVERT,LOW,NON_WEATHER,0
v266_c011,xyN_G8Ks5l4,"Mưa to dồn dập nhất trong 3 ngày tới sẽ tập trung ở khu vực Đồng Bằng và ven biển Bắc Bộ, bao gồm Thanh Hóa và Nghệ An, với tổng lượng mưa ước tính dao động từ 200-350mm, có nơi vượt quá 400mm.","Mưa to dồn dập nhất trong 3 ngày tới sẽ tập trung ở khu vực Đồng Bằng và ven biển Bắc Bộ, bao gồm Thanh Hóa và Nghệ An.",REVERT,HIGH,WEATHER_CORE,95
v266_c012,xyN_G8Ks5l4,"Ước tính tổng lượng mưa trong đợt này sẽ dao động từ 200 đến 350mm, và một số khu vực có thể vượt quá 400mm.","Ước tính tổng lượng mưa trong đợt này sẽ dao động từ 200-350mm, và có những khu vực có thể vượt quá 400mm.",REVERT,HIGH,WEATHER_CORE,90
v266_c013,xyN_G8Ks5l4,"Nguy cơ cao xảy ra lũ quét, sạt lở đất ở vùng núi và ngập úng tại các khu vực trũng thấp của đô thị.","Nguy cơ cao xảy ra lũ quét, sạt lở đất ở vùng núi và ngập úng tại các khu vực trũng thấp của đô thị.",OK,HIGH,WEATHER_CORE,90
v266_c014,xyN_G8Ks5l4,"Cuối cùng, chúng ta sẽ chuyển sang phần dự báo chi tiết cho các thành phố trong đêm nay và ngày mai.","Cuối cùng, chúng ta sẽ chuyển sang phần dự báo chi tiết cho các thành phố trong đêm nay và ngày mai.",OK,HIGH,WEATHER_SUPPORT,60
v266_c015,xyN_G8Ks5l4,"Cả thủ đô Hà Nội sẽ nằm trong vùng mưa lớn do ảnh hưởng của bão, bắt đầu từ đêm nay với nhiệt độ thấp nhất khoảng 22 độ.",Cả thủ đô Hà Nội sẽ nằm trong vùng mưa lớn do ảnh hưởng của bão.,REVERT,HIGH,WEATHER_CORE,90
v266_c016,xyN_G8Ks5l4,"Mưa sẽ bắt đầu từ đêm nay tại Hà Nội, với nhiệt độ thấp nhất chỉ khoảng 22 độ.","Mưa sẽ bắt đầu từ đêm nay, với nhiệt độ thấp nhất chỉ khoảng 22 độ.",REVERT,HIGH,WEATHER_CORE,85
v266_c017,xyN_G8Ks5l4,"Đến đêm ngày mai, mưa sẽ dồn dập hơn, kết hợp với ảnh hưởng của không khí lạnh, khiến trời lạnh cả ngày với nhiệt độ không vượt quá 26 độ.","Đến đêm ngày mai, mưa dồn dập hơn, cộng với các tác động của không khí lạnh nên trời sẽ lạnh cả ngày.",REVERT,HIGH,WEATHER_CORE,85
v266_c018,xyN_G8Ks5l4,Nhiệt độ tại khu vực này sẽ không vượt quá 26 độ.,Nhiệt độ không quá 26 độ.,REVERT,HIGH,WEATHER_CORE,70
v266_c019,xyN_G8Ks5l4,"Tại thành phố Đà Nẵng, mưa có xu hướng giảm, chủ yếu là mưa rào ngắt quãng và có khoảng tạnh ráo.","Đối với thành phố Đàn Đẵng, mưa cũng có xu hướng giảm.",REVERT,HIGH,WEATHER_CORE,70
v266_c020,xyN_G8Ks5l4,"Thành phố Đà Nẵng sẽ có mưa rào ngắt quãng, đan xen với khoảng tạnh ráo, nhiệt độ đêm nay khoảng 24 độ và chiều mai tăng lên 29 độ.","Hầu hết là mưa rào ngắt quãng, đan xen có khoảng tạnh ráo.",REVERT,HIGH,WEATHER_CORE,85
v266_c021,xyN_G8Ks5l4,"Nhiệt độ đêm nay tại thành phố Đà Nẵng là 24 độ, và vào chiều mai, nhiệt độ sẽ tăng lên 29 độ.","Nhiệt độ đêm nay là 24 độ, chưa chiều mai nhiệt độ tăng lên 29 độ.",REVERT,HIGH,WEATHER_CORE,90
v266_c022,xyN_G8Ks5l4,"Trong đêm nay, thành phố Hồ Chí Minh sẽ có mưa, trời mát với nhiệt độ thấp nhất khoảng 24 độ.",Thành phố Hồ Chí Minh cũng có mưa trong đêm nay.,REVERT,HIGH,WEATHER_CORE,80
v266_c023,xyN_G8Ks5l4,"Trời mát, nhiệt độ thấp nhất tại thành phố Hồ Chí Minh là 24 độ.",Trời mát thấp nhất 24 độ.,REVERT,MEDIUM,WEATHER_CORE,60
v266_c024,xyN_G8Ks5l4,"Ngày mai, mưa sẽ chủ yếu xảy ra vào buổi chiều, với một số điểm có mưa to kèm theo dông gió mạnh.","Ngày mai, mưa sẽ chủ yếu xảy ra vào buổi chiều.",REVERT,HIGH,WEATHER_CORE,80
v266_c025,xyN_G8Ks5l4,Cục bộ sẽ có một số điểm mưa to kèm theo dông gió mạnh trong đêm nay tại thành phố Hồ Chí Minh.,Cục bộ có một số điểm mưa to kèm theo dông gió mạnh.,REVERT,HIGH,WEATHER_CORE,85
v266_c026,xyN_G8Ks5l4,"Buổi sáng và trưa sẽ tạm thời giảm mưa, có lúc có nắng nhẹ, với nhiệt độ cao nhất đạt 30 độ.","Buổi sáng và trưa sẽ tạm thời giảm mưa, có lúc có nắng nhẹ, với nhiệt độ cao nhất đạt 30 độ.",OK,HIGH,WEATHER_CORE,85
v267_c000,yQ6D2ai3hZU,Số người thiệt mạng sau trận động đất mạnh ngày hôm qua tại Indonesia đã tăng lên 56 người.,Số người thiệt mạng sau trận động đất mạnh ngày hôm qua tại Indonesia đã tăng lên là 56 người.,REVERT,LOW,NON_WEATHER,0
v267_c001,yQ6D2ai3hZU,Hơn 200 người đã bị thương nặng sau trận động đất mạnh ngày hôm qua tại Indonesia.,"Trong khi đó, hơn 200 người bị thương nặng.",REVERT,LOW,NON_WEATHER,0
v267_c002,yQ6D2ai3hZU,"Theo Cơ quan Giảm nhẹ thiên tai của Indonesia, trận động đất có độ lớn 6,2 đã gây ra 28 dư chấn và phá hủy hàng trăm nhà dân cùng nhiều công trình hạ tầng.","Theo Cơ quan Giảm nhẹ thiên tai của Indonesia, trận động đất có độ lớn 6,2 kéo theo 28 dư chấn,",REVERT,LOW,NON_WEATHER,0
v267_c003,yQ6D2ai3hZU,"Trận động đất mạnh 6,2 độ Richter tại Indonesia đã phá hủy hàng trăm nhà dân, cùng nhiều cao tốc, văn phòng, khách sạn, bệnh viện và trung tâm mua sắm.","phá hủy hàng trăm nhà dân cùng nhiều cao tốc, văn phòng, khách sạn, bệnh viện và trung tâm mua sắm.",REVERT,LOW,NON_WEATHER,0
v267_c004,yQ6D2ai3hZU,"Tuy nhiên, các chuyên gia cảnh báo rằng khu vực vừa xảy ra động đất có thể phải đối mặt với một trận động đất mạnh nữa, có khả năng gây ra sóng thần.","Tuy nhiên, chuyên gia cảnh báo, khu vực vừa xảy ra động đất có thể phải hướng chựng thêm một trận động đất mạnh nữa",REVERT,LOW,NON_WEATHER,0
v267_c005,yQ6D2ai3hZU,Khu vực vừa xảy ra động đất có thể phải đối mặt với một trận động đất mạnh nữa và có khả năng gây sóng thần.,và có khả năng gây sóng thần.,REVERT,LOW,NON_WEATHER,0
v267_c006,yQ6D2ai3hZU,"Thông tin mới nhất cho biết đợt không khí lạnh đang ảnh hưởng đến nhiều nơi ở Đông Bắc Bộ, bao gồm cả thủ đô Hà Nội.","Thông tin mới nhất về đợt không khí lạnh đang ảnh hưởng đến nhiều nơi ở Đông Bắc Bộ, trong đó có thủ đô Hà Nội.",REVERT,HIGH,WEATHER_CORE,90
v267_c007,yQ6D2ai3hZU,"Dự báo chiều và đêm nay, không khí lạnh sẽ tăng cường, ảnh hưởng đến toàn bộ Bắc Bộ và nhiều khu vực ở Trung Bộ.","Dự báo chiều và đêm nay, không khí lạnh sẽ xuống sâu hơn, tác động đến khắp Bắc Bộ và nhiều nơi ở Trung Bộ.",REVERT,HIGH,WEATHER_CORE,90
v267_c008,yQ6D2ai3hZU,"Bắc Bộ và khu vực từ Thanh Hóa đến Hà Tĩnh sẽ chuyển rét đậm, rét hại với nhiệt độ thấp nhất từ 8 đến 11 độ, trong khi vùng núi cao có thể xuống tới 4 đến 7 độ.","Bắc Bộ và khu vực từ Thanh Hóa đến Hà Tĩnh sẽ chuyển dét đậm, dét hại với nhiệt độ thấp nhất là từ 8 đến 11 độ,",REVERT,MEDIUM,WEATHER_CORE,85
v267_c009,yQ6D2ai3hZU,Vùng núi cao sẽ có nhiệt độ thấp nhất từ 4 đến 7 độ.,vùng núi cao là từ 4 đến 7 độ.,REVERT,LOW,NON_WEATHER,0
v267_c010,yQ6D2ai3hZU,"Trọng tâm của đợt rét hại là các tỉnh vùng núi Cao Bằng, Bắc Cạn, Lạng Sơn, Hà Giang và Lào Cai.","Trọng tâm dét hại là các tỉnh vùng núi Cao Bằng, Bắc Cạn, Lạng Sơn, Hà Giang, Lào Cai.",REVERT,LOW,NON_WEATHER,0
v267_c011,yQ6D2ai3hZU,"Cảnh báo vùng núi cao có thể xuất hiện nhiệt độ dưới 0 độ và có khả năng xảy ra băng giá, mưa tuyết.",Cảnh báo vùng núi cao có nơi dưới 0 độ và có khả năng xảy ra băng giá mưa tuyết.,REVERT,HIGH,WEATHER_CORE,90
v267_c012,yQ6D2ai3hZU,"Từ Quảng Trị đến Quảng Ngãi, trời cũng chuyển rét với nhiệt độ thấp nhất từ 14 đến 18 độ.","Từ Quảng Trị đến Quảng Ngãi, trời cũng chuyển dét với nhiệt độ thấp nhất là 14 đến 18 độ.",REVERT,HIGH,WEATHER_CORE,90
v267_c013,yQ6D2ai3hZU,"Từ đêm mai, khu vực Nam Trung Bộ và Tây Nguyên sẽ có trời lạnh vào đêm và sáng, trong khi Nam Bộ cũng sẽ trở lạnh vào thời điểm này.","Từ đêm mai, Nam Trung Bộ, Tây Nguyên, đêm và sáng trời dét, Nam Bộ trời lạnh về đêm và sáng.",REVERT,LOW,NON_WEATHER,0
v267_c014,yQ6D2ai3hZU,"Cảnh báo vùng núi cao có thể xuất hiện nhiệt độ dưới 0 độ và có khả năng xảy ra băng giá, mưa tuyết.",Cảnh báo vùng núi cao có nơi dưới 0 độ và có khả năng xảy ra băng giá mưa tuyết.,REVERT,HIGH,WEATHER_CORE,90
